imgName,subId,response,rt,nClicks,gender,income,education,congruency,valueDiff,saliencyLocation,correctness
flippedimg_9,5e8cb59cf38a3b057a543c1e,Right,1.438,1,Male,70000,Master's Degree,0,-4,1,1
flippedimg_9,5ec85e9240ce74335fcd7b64,Right,6.8,1,Male,67000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5b689fa3cda8590001db3c99,Right,2.21,1,Female,25000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5d474ed70f79810001c36084,Right,1.067,2,Male,14000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5c7a8e2cc872f3001446f7b3,Right,1.91,1,Female,65000,Master's Degree,0,-4,1,1
flippedimg_9,5e5e06a0394d0811996bd24a,Right,2.155,1,Female,5000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5ef1f70124605d063a917fcb,Right,1.381,1,Female,150000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5ecb01cced3da428165efe9c,Right,3.063,2,Female,30000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5d293924af9e43001b1e4e22,Right,2.111,1,Male,50000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5ea664529b1fb66807ced077,Right,2.233,1,Male,15000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5bf50a11499f2f0001d98ddf,Right,2.636,1,Male,20000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5f1ca7a85e7391107f8d7562,Right,1.36,1,Female,229521.06,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5bcd2885ac406f000177d6b0,Right,2.257,1,Male,10000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5c5a060fcb75f20001e60f78,Right,1.167,1,Male,70000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5d547cb99b7c4e0016886fdb,Right,1.848,1,Female,22000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5f1c56ae47b7400908bae9c9,Right,1.126,1,Male,30000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5f08dd79938b1e15c0bd56a6,Right,3.701,3,Female,NaN,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5c62fbd932207f00016bd19e,Right,3.232,2,Female,80000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5bd8d12abeca730001cf1926,Right,1.728,1,Male,15000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5ecd4b6b8ebded08f71361b1,Right,2.603,1,Female,1000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5efc96a12da8b4056d00cd93,Right,1.856,1,Male,55000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5e1d4ad0aedc2c0cd69a1278,Right,2.478,1,Male,0,Master's Degree,0,-4,1,1
flippedimg_9,5c5c65ccf808d600015155ea,Right,4.371,1,Female,50000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5e9ce99a8035dd1cf6b23aa7,Right,1.337,1,Male,30000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5df949909195c66d579887f4,Right,2.159,1,Male,15000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5e2df47e1996e2000a1da03f,Right,1.986,2,Male,90000,Master's Degree,0,-4,1,1
flippedimg_9,5e721cdce963f7000d4d26a4,Right,1.763,2,Male,25000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5d40706844220d00191363da,Right,2.685,1,Female,50000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5e62d0f9ffed3206751eb55c,Right,3.435,1,Male,30000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5d4ca0c0112f830016026942,Right,2.509,1,Female,0,Bachelor's Degree,0,-4,1,1
flippedimg_9,5d9e6e24348a610012ad4292,Right,1.572,1,Female,40000,High School Diploma or equivalent,0,-4,1,1
flippedimg_9,5bf0bf413c1b1c0001ce9336,Right,8.574,1,Female,19000,Master's Degree,0,-4,1,1
flippedimg_9,5e99dadcb9ea5b047f30a2c2,Right,2.443,1,Male,10000,Bachelor's Degree,0,-4,1,1
flippedimg_9,5ea97c487b2a16069184abcc,Right,0,0,Female,40000,Bachelor's Degree,0,-4,1,
flippedimg_9,5d54043a7f6fa40001b13299,Right,0,0,Female,35000,Master's Degree,0,-4,1,
flippedimg_9,5f0f58b82ab2910f275ed21e,Right,0,0,Male,44480,High School Diploma or equivalent,0,-4,1,
flippedimg_9,5ec45b4b30b4c334ecb6cf6b,Right,5.364,1,Female,0,Bachelor's Degree,0,-4,1,1
flippedimg_9,5c5d6b55b7ce2100011fa04e,Right,1.006,1,Male,NaN,High School Diploma or equivalent,0,-4,1,1
img_9,5d4556c5d1f123001716bae3,Left,1.942,1,Male,3000,High School Diploma or equivalent,0,4,0,1
img_9,5dcb016991c2ba7e029b6545,Left,0.374,1,Female,20000,High School Diploma or equivalent,0,4,0,1
img_9,5e9886c0cb28b607b3e7f42f,Left,2.016,1,Male,200000,Associate's Degree,0,4,0,1
img_9,5e6ff43e18d1a809cd0b836a,Left,0,0,Male,30000,Bachelor's Degree,0,4,0,
img_9,5cf23dc994df330018876744,Left,1.874,1,Female,70000,Master's Degree,0,4,0,1
img_9,579540d016a091000112cdf5,Left,4.704,1,Male,59000,Bachelor's Degree,0,4,0,1
img_9,5eea4d6485ba010cd59c2107,Left,0,0,Male,400000,Bachelor's Degree,0,4,0,
img_9,5d92b4debda22b00179a2edf,Left,1.621,1,Male,40000,Bachelor's Degree,0,4,0,1
img_9,5ede038270fe0e000ab7ae54,Left,0.43,1,Male,30000,Associate's Degree,0,4,0,1
img_9,5a910c8a6475f900019f8cbc,Left,2.357,1,Male,300000,Bachelor's Degree,0,4,0,1
img_9,5ce998fda20e6000170c5ce8,Left,0.967,1,Female,50000,High School Diploma or equivalent,0,4,0,1
img_9,5e8222aec6db759394a891f4,Left,0,0,Female,10000,Master's Degree,0,4,0,
img_9,59d7a9a250f88f000161eb07,Left,1.708,1,Male,20000,Master's Degree,0,4,0,1
