imgName,subId,response,rt,nClicks
img_54,5d2fabf8cbcda30001d27a68,Left,61.086,1
img_54,5e99a7f85bfb0e00096ea3dc,Left,16.813,1
img_54,5f08ef998d284216d1629865,Left,16.998,2
img_54,5d67ed053c7f6b00012e2db7,Left,1.268,2
img_54,5e8caee6b47439057c61db9f,Left,3.933,1
img_54,5d2e5d6ca4334e001d548f04,Left,23.214,1
img_52,5e8ee33b0b6b6519fcf46997,,NaN,NaN
img_52,5f037c283e4a64580187b2c6,,NaN,NaN
img_52,5f03c4832e8e3c608c6cdb35,,NaN,NaN
img_52,5ea0a284bb180e09182351d2,Left,6.238,1
img_52,5ec2cd141253160ea1f97613,Left,7.823,1
img_52,5ed091c688bb4716f33a7908,Left,5.345,1
img_52,5d512a92158b110001f3269d,Left,37.241,2
img_52,5b922622a31c3400012713e8,Left,6.173,1
img_52,5bba370b6130300001e3708e,Left,14.276,1
img_52,5c55bf0943918d00017a3d07,Right,2.216,1
img_52,5e30fb606ec1ac0fb08176dc,Left,11.822,1
img_52,5ee28fbb1d9dca40620d1db9,Left,3.605,1
img_52,5bba20fd9672860001e260b6,Left,14.362,1
img_52,5ea79224b5f29716f81d5838,Left,6.429,5
img_52,5dcecbe1f3b7c201a9f37264,Right,0.789,1
img_52,5d5f9c75ca10e90001bc020a,Left,10.799,1
img_52,5e679fb8fe8ea903128c9ec5,Left,5.654,1
img_52,5e13a841da6bad9ef729bdce,Left,7.978,1
img_52,5f198931decc860189206329,Left,9.768,1
img_52,5d2fabf8cbcda30001d27a68,Left,22.682,1
img_52,5e99a7f85bfb0e00096ea3dc,Left,7.94,1
img_52,5f08ef998d284216d1629865,Left,14.956,2
img_52,5d67ed053c7f6b00012e2db7,Left,15.927,3
img_52,5e8caee6b47439057c61db9f,Left,0,0
img_52,5d2e5d6ca4334e001d548f04,Left,16.626,1
flippedimg_52,5e8ee33b0b6b6519fcf46997,,NaN,NaN
flippedimg_52,5f037c283e4a64580187b2c6,,NaN,NaN
flippedimg_52,5f03c4832e8e3c608c6cdb35,,NaN,NaN
flippedimg_52,5ea0a284bb180e09182351d2,Right,2.838,1
flippedimg_52,5ec2cd141253160ea1f97613,Right,6.678,1
flippedimg_52,5ed091c688bb4716f33a7908,Right,5.061,2
flippedimg_52,5d512a92158b110001f3269d,Right,19.37,1
flippedimg_52,5b922622a31c3400012713e8,Right,7.758,1
flippedimg_52,5bba370b6130300001e3708e,Right,10.165,1
flippedimg_52,5c55bf0943918d00017a3d07,Right,12.044,1
flippedimg_52,5e30fb606ec1ac0fb08176dc,Right,9.748,1
flippedimg_52,5ee28fbb1d9dca40620d1db9,Right,4.1,2
flippedimg_52,5bba20fd9672860001e260b6,Right,14.169,1
flippedimg_52,5ea79224b5f29716f81d5838,Right,5.656,2
flippedimg_52,5dcecbe1f3b7c201a9f37264,Right,11.398,2
flippedimg_52,5d5f9c75ca10e90001bc020a,Right,8.689,1
flippedimg_52,5e679fb8fe8ea903128c9ec5,Left,10.388,1
flippedimg_52,5e13a841da6bad9ef729bdce,Right,15.676,1
flippedimg_52,5f198931decc860189206329,Right,15.546,1
flippedimg_52,5d2fabf8cbcda30001d27a68,Right,5.127,1
flippedimg_52,5e99a7f85bfb0e00096ea3dc,Right,13.718,2
flippedimg_52,5f08ef998d284216d1629865,Right,17.31,2
flippedimg_52,5d67ed053c7f6b00012e2db7,Left,26.906,2
flippedimg_52,5e8caee6b47439057c61db9f,Right,6.469,1
flippedimg_52,5d2e5d6ca4334e001d548f04,Right,43.556,1
