imgName,subId,response,rt,nClicks,congruency,valueDiff,saliencyLocation,correctness,normalizedRt,income,education,gender
flippedimg_9,5c5c65ccf808d600015155ea,Right,4.371,1,0,-4,1,1,0.813024462159487,50000,Bachelor's Degree,Female
flippedimg_9,5e9ce99a8035dd1cf6b23aa7,Right,1.337,1,0,-4,1,1,0.422130499260088,30000,High School Diploma or equivalent,Male
flippedimg_9,5df949909195c66d579887f4,Right,2.159,1,0,-4,1,1,0.447373056082222,15000,High School Diploma or equivalent,Male
flippedimg_9,5e2df47e1996e2000a1da03f,Right,1.986,2,0,-4,1,1,1.07235421166307,90000,Master's Degree,Male
flippedimg_9,5e721cdce963f7000d4d26a4,Right,1.763,2,0,-4,1,1,0.40741339865505,25000,Bachelor's Degree,Male
flippedimg_9,5d40706844220d00191363da,Right,2.685,1,0,-4,1,1,0.582176929748482,50000,High School Diploma or equivalent,Female
flippedimg_9,5e62d0f9ffed3206751eb55c,Right,3.435,1,0,-4,1,1,0.663370093885698,30000,Bachelor's Degree,Male
flippedimg_9,5d4ca0c0112f830016026942,Right,2.509,1,0,-4,1,1,0.429230071766447,0,Bachelor's Degree,Female
flippedimg_9,5d9e6e24348a610012ad4292,Right,1.572,1,0,-4,1,1,0.393856638188059,40000,High School Diploma or equivalent,Female
flippedimg_9,5bf0bf413c1b1c0001ce9336,Right,8.574,1,0,-4,1,1,1.19170509871596,19000,Master's Degree,Female
flippedimg_9,5e99dadcb9ea5b047f30a2c2,Right,2.443,1,0,-4,1,1,0.619596443115695,10000,Bachelor's Degree,Male
flippedimg_9,5ea97c487b2a16069184abcc,Right,0,0,0,-4,1,NaN,0,40000,Bachelor's Degree,Female
flippedimg_9,5d54043a7f6fa40001b13299,Right,0,0,0,-4,1,NaN,0,35000,Master's Degree,Female
flippedimg_9,5f0f58b82ab2910f275ed21e,Right,0,0,0,-4,1,NaN,0,44480,High School Diploma or equivalent,Male
flippedimg_9,5ec45b4b30b4c334ecb6cf6b,Right,5.364,1,0,-4,1,1,1.28212268269591,0,Bachelor's Degree,Female
flippedimg_9,5c5d6b55b7ce2100011fa04e,Right,1.006,1,0,-4,1,1,0.213815090329437,2000,High School Diploma or equivalent,Male
img_9,5d4556c5d1f123001716bae3,Left,1.942,1,0,4,0,1,0.543156010516306,3000,High School Diploma or equivalent,Male
img_9,5dcb016991c2ba7e029b6545,Left,0.374,1,0,4,0,1,0.2052539523734,20000,High School Diploma or equivalent,Female
img_9,5e9886c0cb28b607b3e7f42f,Left,2.016,1,0,4,0,1,0.656613360257955,200000,Associate's Degree,Male
img_9,5e6ff43e18d1a809cd0b836a,Left,0,0,0,4,0,NaN,0,30000,Bachelor's Degree,Male
img_9,5cf23dc994df330018876744,Left,1.874,1,0,4,0,1,0.543503480278422,70000,Master's Degree,Female
img_9,579540d016a091000112cdf5,Left,4.704,1,0,4,0,1,0.737512150763538,59000,Bachelor's Degree,Male
img_9,5eea4d6485ba010cd59c2107,Left,0,0,0,4,0,NaN,0,400000,Bachelor's Degree,Male
img_9,5d92b4debda22b00179a2edf,Left,1.621,1,0,4,0,1,0.39687591812751,40000,Bachelor's Degree,Male
img_9,5ede038270fe0e000ab7ae54,Left,0.43,1,0,4,0,1,0.124811331707883,30000,Associate's Degree,Male
img_9,5a910c8a6475f900019f8cbc,Left,2.357,1,0,4,0,1,0.335470934581887,300000,Bachelor's Degree,Male
img_9,5ce998fda20e6000170c5ce8,Left,0.967,1,0,4,0,1,0.45218611176058,50000,High School Diploma or equivalent,Female
img_9,5e8222aec6db759394a891f4,Left,0,0,0,4,0,NaN,0,10000,Master's Degree,Female
img_9,59d7a9a250f88f000161eb07,Left,1.708,1,0,4,0,1,0.443020737416836,20000,Master's Degree,Male
img_9,5f204b5558c81f30e9860972,Left,0,0,0,4,0,NaN,0,5000,Bachelor's Degree,Female
img_9,5b910e2aa067840001b100af,Left,5.605,1,0,4,0,1,1.33818789542796,40000,Associate's Degree,Male
img_9,5da5a0f915b62c00141f609a,Left,1.073,1,0,4,0,1,0.238366366216932,150000,High School Diploma or equivalent,Female
img_9,5ad2d9fafb109b0001a32749,Left,3.463,3,0,4,0,1,0.51387042066593,40000,Associate's Degree,Female
img_9,5f1e174460bf5d7ad7a63b8e,Left,0.457,1,0,4,0,1,0.12457577450967,22661,High School Diploma or equivalent,Male
img_9,5d62f080d556f20001807aa2,Left,0,0,0,4,0,NaN,0,35000,Master's Degree,Male
img_9,5f0f39b34102af025bd36ea5,Left,10.081,15,0,4,0,1,1.79608030105591,150000,Master's Degree,Male
img_9,5ee24dabbd4b2a3393438be3,Right,2.505,1,0,4,0,0,0.643256082686011,30000,High School Diploma or equivalent,Male
img_9,5ecfdd84dc64e1061b97e321,Left,3.579,2,0,4,0,1,1.04698104376316,30000,High School Diploma or equivalent,Male
img_9,5f033543945c554f816f6ad7,Left,2.7,1,0,4,0,1,0.688178620584187,75000,Bachelor's Degree,Female
img_9,5b69032cecb6340001b0cc05,Left,2.699,1,0,4,0,1,0.501072134708389,5300,Bachelor's Degree,Male
img_9,5eb71d89ed8104645e640ad7,Left,1.171,1,0,4,0,1,0.269470696039816,20000,High School Diploma or equivalent,Female
img_9,5f136401b1f46a36f39a8c72,Left,3.515,2,0,4,0,1,0.544886138949221,3087,High School Diploma or equivalent,Female
img_9,5739ae9d12d1d8000735d6bb,Left,1.145,1,0,4,0,1,0.427599872578972,12000,High School Diploma or equivalent,Female
img_9,5c5403d7114ab80001e4bfe7,Left,2.756,1,0,4,0,1,0.568007337104935,110000,Bachelor's Degree,Male
img_9,5d510a7e8c23ee000140b64a,Left,0.926,1,0,4,0,1,0.312199726909526,30000,Bachelor's Degree,Male
img_9,5e9bd025eb6b380e1d66d04c,Left,5.825,1,0,4,0,1,0.90457741016304,19000,Bachelor's Degree,Male
img_9,5c9e3d5553de260014ce7f98,Left,3.602,1,0,4,0,1,0.540740568378086,30000,Bachelor's Degree,Male
img_9,5c6e01f1a8f71b0001c1ed34,Left,4.821,1,0,4,0,1,0.914636922722002,35000,Bachelor's Degree,Male
img_9,5efd440689469118b2540378,Left,1.913,2,0,4,0,1,0.479535394625293,20000,High School Diploma or equivalent,Female
img_9,5df1a3387caa1e0c69dca179,Left,0.09,1,0,4,0,1,0.0202393733170399,12000,High School Diploma or equivalent,Male
img_9,5ea6d737a09cad065e46bc83,Left,2.414,1,0,4,0,1,0.652042792806785,50000,High School Diploma or equivalent,Male
img_9,5c120a94e32f860001657bd1,Left,2.471,1,0,4,0,1,0.422407603678758,130000,High School Diploma or equivalent,Male
img_9,5de5157820c5aa09b7a53b89,Left,1.058,1,0,4,0,1,0.391033577883318,10000,High School Diploma or equivalent,Male
img_9,5c041a0ce0483e0001f21370,Left,0.284,1,0,4,0,1,0.117576191649192,250000,Master's Degree,Female
img_9,5e8cb59cf38a3b057a543c1e,Left,2.733,1,0,4,0,1,0.510630092871899,70000,Master's Degree,Male
img_9,5ec85e9240ce74335fcd7b64,Left,4.007,1,0,4,0,1,0.656707611875476,67000,Bachelor's Degree,Male
img_9,5b689fa3cda8590001db3c99,Left,0,0,0,4,0,NaN,0,25000,Bachelor's Degree,Female
img_9,5d474ed70f79810001c36084,Left,0,0,0,4,0,NaN,0,14000,High School Diploma or equivalent,Male
img_9,5c7a8e2cc872f3001446f7b3,Left,0.808,1,0,4,0,1,0.17356643362652,65000,Master's Degree,Female
img_9,5e5e06a0394d0811996bd24a,Left,3.283,2,0,4,0,1,0.48637037037037,5000,High School Diploma or equivalent,Female
img_9,5ef1f70124605d063a917fcb,Left,0,0,0,4,0,NaN,0,150000,Bachelor's Degree,Female
img_9,5ecb01cced3da428165efe9c,Left,3.756,2,0,4,0,1,0.899888592067276,30000,Bachelor's Degree,Female
img_9,5d293924af9e43001b1e4e22,Left,1.942,1,0,4,0,1,0.327197674908386,50000,High School Diploma or equivalent,Male
img_9,5ea664529b1fb66807ced077,Left,0.487,1,0,4,0,1,0.100285866200121,15000,High School Diploma or equivalent,Male
img_9,5bf50a11499f2f0001d98ddf,Left,4.157,1,0,4,0,1,0.735759504872969,20000,High School Diploma or equivalent,Male
img_9,5f1ca7a85e7391107f8d7562,Left,1.354,1,0,4,0,1,0.662187851053705,229521,High School Diploma or equivalent,Female
img_9,5bcd2885ac406f000177d6b0,Left,2.206,1,0,4,0,1,0.532528666264333,10000,High School Diploma or equivalent,Male
img_9,5c5a060fcb75f20001e60f78,Left,0.992,1,0,4,0,1,0.256725456451133,70000,High School Diploma or equivalent,Male
img_9,5d547cb99b7c4e0016886fdb,Left,1.593,1,0,4,0,1,0.349894570374275,22000,Bachelor's Degree,Female
img_9,5f1c56ae47b7400908bae9c9,Left,1.298,1,0,4,0,1,0.3175651705873,30000,High School Diploma or equivalent,Male
img_9,5f08dd79938b1e15c0bd56a6,Left,3.236,2,0,4,0,1,0.637080486142023,0,High School Diploma or equivalent,Female
img_9,5c62fbd932207f00016bd19e,Left,3.259,2,0,4,0,1,0.577033738502262,80000,Bachelor's Degree,Female
img_9,5bd8d12abeca730001cf1926,Left,2.045,1,0,4,0,1,0.960951083125793,15000,Bachelor's Degree,Male
img_9,5ecd4b6b8ebded08f71361b1,Left,2.02,1,0,4,0,1,0.583401926381608,1000,High School Diploma or equivalent,Female
img_9,5efc96a12da8b4056d00cd93,Left,1.673,1,0,4,0,1,0.658311527337832,55000,High School Diploma or equivalent,Male
img_9,5e1d4ad0aedc2c0cd69a1278,Left,4.518,2,0,4,0,1,0.813043243535065,0,Master's Degree,Male
img_9,5c5c65ccf808d600015155ea,Left,1.317,1,0,4,0,1,0.244967562723414,50000,Bachelor's Degree,Female
img_9,5e9ce99a8035dd1cf6b23aa7,Left,0,0,0,4,0,NaN,0,30000,High School Diploma or equivalent,Male
img_9,5df949909195c66d579887f4,Left,2.569,1,0,4,0,1,0.532330421989453,15000,High School Diploma or equivalent,Male
img_9,5e2df47e1996e2000a1da03f,Left,0.251,1,0,4,0,1,0.135529157667387,90000,Master's Degree,Male
img_9,5e721cdce963f7000d4d26a4,Left,2.623,2,0,4,0,1,0.606151641901417,25000,Bachelor's Degree,Male
img_9,5d40706844220d00191363da,Left,3.183,1,0,4,0,1,0.690156114483955,50000,High School Diploma or equivalent,Female
img_9,5e62d0f9ffed3206751eb55c,Left,2.379,1,0,4,0,1,0.459434484236994,30000,Bachelor's Degree,Male
img_9,5d4ca0c0112f830016026942,Left,3.332,1,0,4,0,1,0.57002574696126,0,Bachelor's Degree,Female
img_9,5d9e6e24348a610012ad4292,Left,3.834,2,0,4,0,1,0.960589281687671,40000,High School Diploma or equivalent,Female
img_9,5bf0bf413c1b1c0001ce9336,Left,3.378,1,0,4,0,1,0.469510126366051,19000,Master's Degree,Female
img_9,5e99dadcb9ea5b047f30a2c2,Left,2.731,1,0,4,0,1,0.692639331211201,10000,Bachelor's Degree,Male
img_9,5ea97c487b2a16069184abcc,Left,0,0,0,4,0,NaN,0,40000,Bachelor's Degree,Female
img_9,5d54043a7f6fa40001b13299,,0,0,0,4,0,NaN,0,35000,Master's Degree,Female
img_9,5f0f58b82ab2910f275ed21e,Left,0,0,0,4,0,NaN,0,44480,High School Diploma or equivalent,Male
img_9,5ec45b4b30b4c334ecb6cf6b,Left,0,0,0,4,0,NaN,0,0,Bachelor's Degree,Female
img_9,5c5d6b55b7ce2100011fa04e,Left,0,0,0,4,0,NaN,0,2000,High School Diploma or equivalent,Male
img_10,5d4556c5d1f123001716bae3,Left,1.957,1,1,1.4,1,1,0.547351345304022,3000,High School Diploma or equivalent,Male
img_10,5dcb016991c2ba7e029b6545,Left,0,0,1,1.4,1,NaN,0,20000,High School Diploma or equivalent,Female
img_10,5e9886c0cb28b607b3e7f42f,Left,0.654,1,1,1.4,1,1,0.213008500797968,200000,Associate's Degree,Male
img_10,5e6ff43e18d1a809cd0b836a,Left,2.548,1,1,1.4,1,1,1.23701330226236,30000,Bachelor's Degree,Male
img_10,5cf23dc994df330018876744,Left,1.815,1,1,1.4,1,1,0.52639211136891,70000,Master's Degree,Female
img_10,579540d016a091000112cdf5,Left,5.295,1,1,1.4,1,1,0.830171521745947,59000,Bachelor's Degree,Male
img_10,5eea4d6485ba010cd59c2107,Left,0,0,1,1.4,1,NaN,0,400000,Bachelor's Degree,Male
img_10,5d92b4debda22b00179a2edf,Left,1.377,1,1,1.4,1,1,0.337136421506219,40000,Bachelor's Degree,Male
img_10,5ede038270fe0e000ab7ae54,Left,1.527,1,1,1.4,1,1,0.44322535701846,30000,Associate's Degree,Male
img_10,5a910c8a6475f900019f8cbc,Left,9.114,1,1,1.4,1,1,1.29719223495092,300000,Bachelor's Degree,Male
img_10,5ce998fda20e6000170c5ce8,Left,1.046,1,1,1.4,1,1,0.489127893383213,50000,High School Diploma or equivalent,Female
img_10,5e8222aec6db759394a891f4,Left,1.865,1,1,1.4,1,1,0.41384427827555,10000,Master's Degree,Female
img_10,59d7a9a250f88f000161eb07,Left,1.782,1,1,1.4,1,1,0.462214844307261,20000,Master's Degree,Male
img_10,5f204b5558c81f30e9860972,Left,1.22,1,1,1.4,1,1,0.35608149246012,5000,Bachelor's Degree,Female
img_10,5b910e2aa067840001b100af,Left,0,0,1,1.4,1,NaN,0,40000,Associate's Degree,Male
img_10,5da5a0f915b62c00141f609a,,0,0,1,1.4,1,NaN,0,150000,High School Diploma or equivalent,Female
img_10,5ad2d9fafb109b0001a32749,Left,5.483,2,1,1.4,1,1,0.813615800320906,40000,Associate's Degree,Female
img_10,5f1e174460bf5d7ad7a63b8e,Right,6.482,3,1,1.4,1,0,1.76695879731222,22661,High School Diploma or equivalent,Male
img_10,5d62f080d556f20001807aa2,Left,2.877,1,1,1.4,1,1,0.91881295880767,35000,Master's Degree,Male
img_10,5f0f39b34102af025bd36ea5,Left,5.016,4,1,1.4,1,1,0.893675110613675,150000,Master's Degree,Male
img_10,5ee24dabbd4b2a3393438be3,Right,5.247,2,1,1.4,1,0,1.34737112409321,30000,High School Diploma or equivalent,Male
img_10,5ecfdd84dc64e1061b97e321,Left,1.388,1,1,1.4,1,1,0.406037912473672,30000,High School Diploma or equivalent,Male
img_10,5f033543945c554f816f6ad7,Left,5.05,1,1,1.4,1,1,1.28714890146302,75000,Bachelor's Degree,Female
img_10,5b69032cecb6340001b0cc05,Right,6.084,2,1,1.4,1,0,1.12950087720113,5300,Bachelor's Degree,Male
img_10,5eb71d89ed8104645e640ad7,Right,3.803,1,1,1.4,1,0,0.875146931715987,20000,High School Diploma or equivalent,Female
img_10,5f136401b1f46a36f39a8c72,Left,8.928,1,1,1.4,1,1,1.38399529119165,3087,High School Diploma or equivalent,Female
img_10,5739ae9d12d1d8000735d6bb,Left,1.414,1,1,1.4,1,1,0.528057833909753,12000,High School Diploma or equivalent,Female
img_10,5c5403d7114ab80001e4bfe7,Left,4.155,1,1,1.4,1,1,0.856339073175256,110000,Bachelor's Degree,Male
img_10,5d510a7e8c23ee000140b64a,Left,4.216,2,1,1.4,1,1,1.42141905901789,30000,Bachelor's Degree,Male
img_10,5e9bd025eb6b380e1d66d04c,,0,0,1,1.4,1,NaN,0,19000,Bachelor's Degree,Male
img_10,5c9e3d5553de260014ce7f98,Left,9.385,1,1,1.4,1,1,1.40889789956367,30000,Bachelor's Degree,Male
img_10,5c6e01f1a8f71b0001c1ed34,Right,8.035,2,1,1.4,1,0,1.52439487120334,35000,Bachelor's Degree,Male
img_10,5efd440689469118b2540378,Left,2.371,2,1,1.4,1,1,0.594343136778134,20000,High School Diploma or equivalent,Female
img_10,5df1a3387caa1e0c69dca179,Left,7.625,1,1,1.4,1,1,1.71472468380477,12000,High School Diploma or equivalent,Male
img_10,5ea6d737a09cad065e46bc83,Left,1.86,1,1,1.4,1,1,0.502402483272833,50000,High School Diploma or equivalent,Male
img_10,5c120a94e32f860001657bd1,Left,7.432,2,1,1.4,1,1,1.27047078532599,130000,High School Diploma or equivalent,Male
img_10,5de5157820c5aa09b7a53b89,Left,0.842,1,1,1.4,1,1,0.311200635706762,10000,High School Diploma or equivalent,Male
img_10,5c041a0ce0483e0001f21370,Left,0,0,1,1.4,1,NaN,0,250000,Master's Degree,Female
img_10,5e8cb59cf38a3b057a543c1e,Left,2.307,1,1,1.4,1,1,0.431036818242031,70000,Master's Degree,Male
img_10,5ec85e9240ce74335fcd7b64,Left,8.691,1,1,1.4,1,1,1.42436881827047,67000,Bachelor's Degree,Male
img_10,5b689fa3cda8590001db3c99,Left,1.899,1,1,1.4,1,1,0.437075310216446,25000,Bachelor's Degree,Female
img_10,5d474ed70f79810001c36084,Left,9.041,1,1,1.4,1,1,2.65248643098137,14000,High School Diploma or equivalent,Male
img_10,5c7a8e2cc872f3001446f7b3,Left,5.382,1,1,1.4,1,1,1.1561071111113,65000,Master's Degree,Female
img_10,5e5e06a0394d0811996bd24a,Right,8.244,1,1,1.4,1,0,1.22133333333333,5000,High School Diploma or equivalent,Female
img_10,5ef1f70124605d063a917fcb,Left,5.377,2,1,1.4,1,1,1.35697160883281,150000,Bachelor's Degree,Female
img_10,5ecb01cced3da428165efe9c,Left,5.588,4,1,1.4,1,1,1.33881188830456,30000,Bachelor's Degree,Female
img_10,5d293924af9e43001b1e4e22,Right,8.42,2,1,1.4,1,0,1.4186428541342,50000,High School Diploma or equivalent,Male
img_10,5ea664529b1fb66807ced077,Right,9.543,1,1,1.4,1,0,1.96514994075515,15000,High School Diploma or equivalent,Male
img_10,5bf50a11499f2f0001d98ddf,Left,3.011,1,1,1.4,1,1,0.532925636077101,20000,High School Diploma or equivalent,Male
img_10,5f1ca7a85e7391107f8d7562,Left,1.249,1,1,1.4,1,1,0.610836503667709,229521,High School Diploma or equivalent,Female
img_10,5bcd2885ac406f000177d6b0,Left,2.234,1,1,1.4,1,1,0.539287869643935,10000,High School Diploma or equivalent,Male
img_10,5c5a060fcb75f20001e60f78,Left,4.931,1,1,1.4,1,1,1.27612220338764,70000,High School Diploma or equivalent,Male
img_10,5d547cb99b7c4e0016886fdb,Left,3.699,1,1,1.4,1,1,0.812467053241961,22000,Bachelor's Degree,Female
img_10,5f1c56ae47b7400908bae9c9,Left,1.444,1,1,1.4,1,1,0.353285135845964,30000,High School Diploma or equivalent,Male
img_10,5f08dd79938b1e15c0bd56a6,Left,2.249,2,1,1.4,1,1,0.442767000412055,0,High School Diploma or equivalent,Female
img_10,5c62fbd932207f00016bd19e,Left,6.659,2,1,1.4,1,1,1.17903272926866,80000,Bachelor's Degree,Female
img_10,5bd8d12abeca730001cf1926,Right,2.072,2,1,1.4,1,0,0.973638456839434,15000,Bachelor's Degree,Male
img_10,5ecd4b6b8ebded08f71361b1,Left,2.398,1,1,1.4,1,1,0.692573177952028,1000,High School Diploma or equivalent,Female
img_10,5efc96a12da8b4056d00cd93,Left,2.171,2,1,1.4,1,1,0.854270368111437,55000,High School Diploma or equivalent,Male
img_10,5e1d4ad0aedc2c0cd69a1278,Left,7.28,3,1,1.4,1,1,1.3100829599237,0,Master's Degree,Male
img_10,5c5c65ccf808d600015155ea,Left,5.982,1,1,1.4,1,1,1.11267726667537,50000,Bachelor's Degree,Female
img_10,5e9ce99a8035dd1cf6b23aa7,Left,0,0,1,1.4,1,NaN,0,30000,High School Diploma or equivalent,Male
img_10,5df949909195c66d579887f4,Left,8.357,2,1,1.4,1,1,1.73167977289446,15000,High School Diploma or equivalent,Male
img_10,5e2df47e1996e2000a1da03f,Left,0.941,1,1,1.4,1,1,0.508099352051836,90000,Master's Degree,Male
img_10,5e721cdce963f7000d4d26a4,Left,2.93,3,1,1.4,1,1,0.677096572920759,25000,Bachelor's Degree,Male
img_10,5d40706844220d00191363da,Left,2.674,1,1,1.4,1,1,0.579791847354727,50000,High School Diploma or equivalent,Female
img_10,5e62d0f9ffed3206751eb55c,Left,6.049,1,1,1.4,1,1,1.16818797610323,30000,Bachelor's Degree,Male
img_10,5d4ca0c0112f830016026942,Right,4.495,1,1,1.4,1,0,0.76898731470314,0,Bachelor's Degree,Female
img_10,5d9e6e24348a610012ad4292,Left,9.018,1,1,1.4,1,1,2.25941422594142,40000,High School Diploma or equivalent,Female
img_10,5bf0bf413c1b1c0001ce9336,,0,0,1,1.4,1,NaN,0,19000,Master's Degree,Female
img_10,5e99dadcb9ea5b047f30a2c2,Left,6.744,1,1,1.4,1,1,1.71042096290309,10000,Bachelor's Degree,Male
img_10,5ea97c487b2a16069184abcc,Left,0,0,1,1.4,1,NaN,0,40000,Bachelor's Degree,Female
img_10,5d54043a7f6fa40001b13299,Left,0,0,1,1.4,1,NaN,0,35000,Master's Degree,Female
img_10,5f0f58b82ab2910f275ed21e,Left,0,0,1,1.4,1,NaN,0,44480,High School Diploma or equivalent,Male
img_10,5ec45b4b30b4c334ecb6cf6b,Left,3.107,1,1,1.4,1,1,0.742646378660736,0,Bachelor's Degree,Female
img_10,5c5d6b55b7ce2100011fa04e,Left,0,0,1,1.4,1,NaN,0,2000,High School Diploma or equivalent,Male
flippedimg_53,5d4556c5d1f123001716bae3,Right,2.263,1,1,-0.8,0,1,0.632936174973429,3000,High School Diploma or equivalent,Male
flippedimg_53,5dcb016991c2ba7e029b6545,Right,1.013,1,1,-0.8,0,1,0.555941854957898,20000,High School Diploma or equivalent,Female
flippedimg_53,5e9886c0cb28b607b3e7f42f,Right,2.441,2,1,-0.8,0,1,0.795036315669479,200000,Associate's Degree,Male
flippedimg_53,5e6ff43e18d1a809cd0b836a,Right,1.023,1,1,-0.8,0,1,0.496650160209729,30000,Bachelor's Degree,Male
flippedimg_53,5cf23dc994df330018876744,Right,3.322,1,1,-0.8,0,1,0.963457076566125,70000,Master's Degree,Female
flippedimg_53,579540d016a091000112cdf5,Right,4.63,1,1,-0.8,0,1,0.72591013138503,59000,Bachelor's Degree,Male
flippedimg_53,5eea4d6485ba010cd59c2107,Right,1.342,1,1,-0.8,0,1,0.43581800473944,400000,Bachelor's Degree,Male
flippedimg_53,5d92b4debda22b00179a2edf,Right,5.371,1,1,-0.8,0,1,1.31500342767604,40000,Bachelor's Degree,Male
flippedimg_53,5ede038270fe0e000ab7ae54,Right,3.489,1,1,-0.8,0,1,1.01271334029955,30000,Associate's Degree,Male
flippedimg_53,5a910c8a6475f900019f8cbc,Right,8.809,1,1,-0.8,0,1,1.25378169823158,300000,Bachelor's Degree,Male
flippedimg_53,5ce998fda20e6000170c5ce8,Right,4.408,3,1,-0.8,0,1,2.06125789104513,50000,High School Diploma or equivalent,Female
flippedimg_53,5e8222aec6db759394a891f4,Right,4.797,1,1,-0.8,0,1,1.06445630181652,10000,Master's Degree,Female
flippedimg_53,59d7a9a250f88f000161eb07,Right,2.361,1,1,-0.8,0,1,0.612395761733695,20000,Master's Degree,Male
flippedimg_53,5f204b5558c81f30e9860972,Right,4.486,1,1,-0.8,0,1,1.30932915998041,5000,Bachelor's Degree,Female
flippedimg_53,5b910e2aa067840001b100af,Right,0.755,1,1,-0.8,0,1,0.180255461382356,40000,Associate's Degree,Male
flippedimg_53,5da5a0f915b62c00141f609a,Right,3.985,1,1,-0.8,0,1,0.885265581896063,150000,High School Diploma or equivalent,Female
flippedimg_53,5ad2d9fafb109b0001a32749,Right,6.351,3,1,-0.8,0,1,0.942417280291459,40000,Associate's Degree,Female
flippedimg_53,5f1e174460bf5d7ad7a63b8e,Right,2.182,2,1,-0.8,0,1,0.594801619212474,22661,High School Diploma or equivalent,Male
flippedimg_53,5d62f080d556f20001807aa2,Right,0,0,1,-0.8,0,NaN,0,35000,Master's Degree,Male
flippedimg_53,5f0f39b34102af025bd36ea5,Right,6.501,7,1,-0.8,0,1,1.15824997888746,150000,Master's Degree,Male
flippedimg_53,5ee24dabbd4b2a3393438be3,Right,6.91,2,1,-0.8,0,1,1.77441099056301,30000,High School Diploma or equivalent,Male
flippedimg_53,5ecfdd84dc64e1061b97e321,Right,3.222,1,1,-0.8,0,1,0.942546220454013,30000,High School Diploma or equivalent,Male
flippedimg_53,5f033543945c554f816f6ad7,Right,4.312,1,1,-0.8,0,1,1.09904674517001,75000,Bachelor's Degree,Female
flippedimg_53,5b69032cecb6340001b0cc05,Right,7.344,2,1,-0.8,0,1,1.36342117721319,5300,Bachelor's Degree,Male
flippedimg_53,5eb71d89ed8104645e640ad7,Right,2.296,1,1,-0.8,0,1,0.52835586516432,20000,High School Diploma or equivalent,Female
flippedimg_53,5f136401b1f46a36f39a8c72,Right,6.042,1,1,-0.8,0,1,0.936615092896498,3087,High School Diploma or equivalent,Female
flippedimg_53,5739ae9d12d1d8000735d6bb,Right,6.594,2,1,-0.8,0,1,2.46252712645043,12000,High School Diploma or equivalent,Female
flippedimg_53,5c5403d7114ab80001e4bfe7,Right,5.385,2,1,-0.8,0,1,1.10984017064952,110000,Bachelor's Degree,Male
flippedimg_53,5d510a7e8c23ee000140b64a,Right,2.939,3,1,-0.8,0,1,0.990880126767924,30000,Bachelor's Degree,Male
flippedimg_53,5e9bd025eb6b380e1d66d04c,Right,4.63,1,1,-0.8,0,1,0.719003160352768,19000,Bachelor's Degree,Male
flippedimg_53,5c9e3d5553de260014ce7f98,Right,7.55,1,1,-0.8,0,1,1.1334234567614,30000,Bachelor's Degree,Male
flippedimg_53,5c6e01f1a8f71b0001c1ed34,Right,4.299,1,1,-0.8,0,1,0.815603428911406,35000,Bachelor's Degree,Male
flippedimg_53,5efd440689469118b2540378,Right,3.149,3,1,-0.8,0,1,0.789365895282304,20000,High School Diploma or equivalent,Female
flippedimg_53,5df1a3387caa1e0c69dca179,Left,8.776,1,1,-0.8,0,0,1.97356378033713,12000,High School Diploma or equivalent,Male
flippedimg_53,5ea6d737a09cad065e46bc83,Right,3.028,1,1,-0.8,0,1,0.817889634059215,50000,High School Diploma or equivalent,Male
flippedimg_53,5c120a94e32f860001657bd1,Right,2.812,1,1,-0.8,0,1,0.480700194878457,130000,High School Diploma or equivalent,Male
flippedimg_53,5de5157820c5aa09b7a53b89,Right,3.464,2,1,-0.8,0,1,1.28028385046107,10000,High School Diploma or equivalent,Male
flippedimg_53,5c041a0ce0483e0001f21370,Right,0,0,1,-0.8,0,NaN,0,250000,Master's Degree,Female
flippedimg_53,5e8cb59cf38a3b057a543c1e,Right,8.767,1,1,-0.8,0,1,1.63801464478885,70000,Master's Degree,Male
flippedimg_53,5ec85e9240ce74335fcd7b64,Right,7.593,1,1,-0.8,0,1,1.24441749362877,67000,Bachelor's Degree,Male
flippedimg_53,5b689fa3cda8590001db3c99,Right,6.565,1,1,-0.8,0,1,1.5110054826598,25000,Bachelor's Degree,Female
flippedimg_53,5d474ed70f79810001c36084,Right,0.341,1,1,-0.8,0,1,0.100044007627989,14000,High School Diploma or equivalent,Male
flippedimg_53,5c7a8e2cc872f3001446f7b3,Right,1.782,1,1,-0.8,0,1,0.382791317725816,65000,Master's Degree,Female
flippedimg_53,5e5e06a0394d0811996bd24a,Right,7.932,1,1,-0.8,0,1,1.17511111111111,5000,High School Diploma or equivalent,Female
flippedimg_53,5ef1f70124605d063a917fcb,Right,0.66,1,1,-0.8,0,1,0.166561514195584,150000,Bachelor's Degree,Female
flippedimg_53,5ecb01cced3da428165efe9c,Right,3.517,1,1,-0.8,0,1,0.842627310516669,30000,Bachelor's Degree,Female
flippedimg_53,5d293924af9e43001b1e4e22,Right,1.679,1,1,-0.8,0,1,0.282886146329135,50000,High School Diploma or equivalent,Male
flippedimg_53,5ea664529b1fb66807ced077,Right,4.037,2,1,-0.8,0,1,0.831322467864249,15000,High School Diploma or equivalent,Male
flippedimg_53,5bf50a11499f2f0001d98ddf,Right,6.112,1,1,-0.8,0,1,1.08178063357796,20000,High School Diploma or equivalent,Male
flippedimg_53,5f1ca7a85e7391107f8d7562,Right,2.435,1,1,-0.8,0,1,1.19086219890382,229521,High School Diploma or equivalent,Female
