imgName,subId,response,rt,nClicks,congruency,valueDiff,saliencyLocation,correctness,normalizedRt
img_27,59d7a9a250f88f000161eb07,Left,4.088,1,1,4,1,1,1.06034471578456
img_27,5f204b5558c81f30e9860972,Left,0,0,1,4,1,,0
img_27,5b910e2aa067840001b100af,Left,3.259,1,1,4,1,1,0.778082845887549
img_27,5da5a0f915b62c00141f609a,Left,1.842,1,1,4,1,1,0.40919929783
img_27,5ad2d9fafb109b0001a32749,Left,6.779,2,1,4,1,1,1.00592768746588
img_27,5f1e174460bf5d7ad7a63b8e,Left,1.82,1,1,4,1,1,0.496122340498031
img_27,5d62f080d556f20001807aa2,Left,2.387,1,1,4,1,1,0.762324133706607
img_27,5f0f39b34102af025bd36ea5,Left,0,0,1,4,1,,0
img_27,5ee24dabbd4b2a3393438be3,Right,4.136,1,1,4,1,0,1.06207870578417
img_27,5ecfdd84dc64e1061b97e321,Left,1.426,1,1,4,1,1,0.417154224198455
img_27,5f033543945c554f816f6ad7,Left,3.501,1,1,4,1,1,0.892338278024163
img_27,5b69032cecb6340001b0cc05,Left,2.222,1,1,4,1,1,0.412516592560963
img_27,5eb71d89ed8104645e640ad7,Left,2.22,1,1,4,1,1,0.51086673373902
img_27,5f136401b1f46a36f39a8c72,Right,9.052,1,1,4,1,0,1.40321744801375
img_27,5739ae9d12d1d8000735d6bb,Left,2.615,1,1,4,1,1,0.976570888029706
img_27,5c5403d7114ab80001e4bfe7,Left,3.671,1,1,4,1,1,0.756587421811399
img_27,5d510a7e8c23ee000140b64a,Left,3.154,1,1,4,1,1,1.06336710439811
img_27,5e9bd025eb6b380e1d66d04c,Left,2.264,1,1,4,1,1,0.351581674954356
img_27,5c9e3d5553de260014ce7f98,Left,7.858,2,1,4,1,1,1.17966112890478
img_27,5c6e01f1a8f71b0001c1ed34,,0,0,1,4,1,,0
img_27,5efd440689469118b2540378,Left,3.02,3,1,4,1,1,0.757029216815674
img_27,5df1a3387caa1e0c69dca179,Left,1.118,1,1,4,1,1,0.251417992982784
img_27,5ea6d737a09cad065e46bc83,Left,3.559,1,1,4,1,1,0.96131743976775
img_27,5c120a94e32f860001657bd1,Left,7.248,1,1,4,1,1,1.23901671852029
img_27,5de5157820c5aa09b7a53b89,Left,3.276,2,1,4,1,1,1.21079962301111
img_27,5c041a0ce0483e0001f21370,Left,0,0,1,4,1,,0
img_27,5e8cb59cf38a3b057a543c1e,Left,3.453,2,1,4,1,1,0.645153937316746
img_27,5ec85e9240ce74335fcd7b64,Left,3.316,1,1,4,1,1,0.543459556021732
img_27,5b689fa3cda8590001db3c99,Left,2.17,1,1,4,1,1,0.499448880026165
img_27,5d474ed70f79810001c36084,Left,0,0,1,4,1,,0
img_27,5c7a8e2cc872f3001446f7b3,Left,1.891,1,1,4,1,1,0.406205601469987
img_27,5e5e06a0394d0811996bd24a,Left,4.229,1,1,4,1,1,0.626518518518519
img_27,5ef1f70124605d063a917fcb,Left,2.464,1,1,4,1,1,0.621829652996845
img_27,5ecb01cced3da428165efe9c,Left,0.845,1,1,4,1,1,0.202450974519928
img_27,5d293924af9e43001b1e4e22,Left,6.135,1,1,4,1,1,1.03365485868329
img_27,5ea664529b1fb66807ced077,Left,0,0,1,4,1,,0
img_27,5bf50a11499f2f0001d98ddf,Left,5.353,1,1,4,1,1,0.947443018904258
img_27,5f1ca7a85e7391107f8d7562,Left,1.819,1,1,4,1,1,0.889600960905975
img_27,5bcd2885ac406f000177d6b0,Left,2.837,1,1,4,1,1,0.684852142426071
img_27,5c5a060fcb75f20001e60f78,Left,4.32,1,1,4,1,1,1.117997955513
img_27,5d547cb99b7c4e0016886fdb,Left,2.405,1,1,4,1,1,0.52824635389211
img_27,5f1c56ae47b7400908bae9c9,Left,2.418,1,1,4,1,1,0.591581342434585
img_27,5f08dd79938b1e15c0bd56a6,Left,0,0,1,4,1,,0
img_27,5c62fbd932207f00016bd19e,Left,3.345,2,1,4,1,1,0.592260771798118
img_27,5bd8d12abeca730001cf1926,Left,1.716,1,1,4,1,1,0.806353084911423
img_27,5ecd4b6b8ebded08f71361b1,Left,1.53,1,1,4,1,1,0.441883637308842
img_27,5efc96a12da8b4056d00cd93,Left,2.373,1,1,4,1,1,0.93375568103567
img_27,5e1d4ad0aedc2c0cd69a1278,Left,4.634,1,1,4,1,1,0.833918191797585
img_27,5c5c65ccf808d600015155ea,Left,3.041,2,1,4,1,1,0.565638844526882
img_27,5e9ce99a8035dd1cf6b23aa7,Left,0,0,1,4,1,,0
img_27,5df949909195c66d579887f4,Left,1.787,1,1,4,1,1,0.370289787502979
img_27,5e2df47e1996e2000a1da03f,Left,1.228,1,1,4,1,1,0.663066954643628
img_27,5e721cdce963f7000d4d26a4,Left,3.934,3,1,4,1,1,0.909111917361865
img_27,5d40706844220d00191363da,Left,3.696,2,1,4,1,1,0.801387684301821
img_27,5e62d0f9ffed3206751eb55c,Left,4.878,2,1,4,1,1,0.942043469570432
img_27,5d4ca0c0112f830016026942,Left,5.254,1,1,4,1,1,0.89883411600674
img_27,5d9e6e24348a610012ad4292,Left,2.357,1,1,4,1,1,0.590534412346854
img_27,5bf0bf413c1b1c0001ce9336,Left,5.781,1,1,4,1,1,0.803504452493234
img_27,5e99dadcb9ea5b047f30a2c2,Left,2.344,1,1,4,1,1,0.594487950332865
img_27,5ea97c487b2a16069184abcc,Left,0,0,1,4,1,,0
img_27,5d54043a7f6fa40001b13299,Left,0,0,1,4,1,,0
img_27,5f0f58b82ab2910f275ed21e,Left,0,0,1,4,1,,0
img_27,5ec45b4b30b4c334ecb6cf6b,Left,2.641,1,1,4,1,1,0.631261373042486
img_27,5c5d6b55b7ce2100011fa04e,Left,0,0,1,4,1,,0
flippedimg_9,5d4556c5d1f123001716bae3,Right,2.265,1,0,-4,1,1,0.633495552945125
flippedimg_9,5dcb016991c2ba7e029b6545,Right,0,0,0,-4,1,,0
flippedimg_9,5e9886c0cb28b607b3e7f42f,Right,1.597,1,0,-4,1,1,0.520144611275771
flippedimg_9,5e6ff43e18d1a809cd0b836a,Right,0.038,1,0,-4,1,1,0.0184483930478687
flippedimg_9,5cf23dc994df330018876744,Right,3.833,1,0,-4,1,1,1.11165893271462
flippedimg_9,579540d016a091000112cdf5,Right,3.72,1,0,-4,1,1,0.583236649838513
flippedimg_9,5eea4d6485ba010cd59c2107,Right,0.747,1,0,-4,1,1,0.242590200849748
flippedimg_9,5d92b4debda22b00179a2edf,Right,1.588,1,0,-4,1,1,0.388796396043483
flippedimg_9,5ede038270fe0e000ab7ae54,Right,2.364,1,0,-4,1,1,0.68617206548241
flippedimg_9,5a910c8a6475f900019f8cbc,Left,2.597,1,0,-4,1,0,0.369630045443004
flippedimg_9,5ce998fda20e6000170c5ce8,Right,1.314,1,0,-4,1,1,0.614449380406827
flippedimg_9,5e8222aec6db759394a891f4,Right,1.952,1,0,-4,1,1,0.433149614581165
flippedimg_9,59d7a9a250f88f000161eb07,Right,4.454,1,0,-4,1,1,1.15527773094531
flippedimg_9,5f204b5558c81f30e9860972,Right,0,0,0,-4,1,,0
flippedimg_9,5b910e2aa067840001b100af,Right,0.442,1,0,-4,1,1,0.105527038319207
flippedimg_9,5da5a0f915b62c00141f609a,Right,2.11,1,0,-4,1,1,0.468735352020249
flippedimg_9,5ad2d9fafb109b0001a32749,Right,3.605,2,0,-4,1,1,0.534941630522864
flippedimg_9,5f1e174460bf5d7ad7a63b8e,Right,4.564,1,0,-4,1,1,1.24412217694121
flippedimg_9,5d62f080d556f20001807aa2,Right,3.17,1,0,-4,1,1,1.01238688891912
flippedimg_9,5f0f39b34102af025bd36ea5,Right,7.1,9,0,-4,1,1,1.26497075066928
flippedimg_9,5ee24dabbd4b2a3393438be3,Left,3.225,2,0,-4,1,0,0.828144058547859
flippedimg_9,5ecfdd84dc64e1061b97e321,Right,4.797,2,0,-4,1,1,1.40328808799438
flippedimg_9,5f033543945c554f816f6ad7,Right,3.4,1,0,-4,1,1,0.866595299994902
flippedimg_9,5b69032cecb6340001b0cc05,Right,2.609,1,0,-4,1,1,0.484363541850384
flippedimg_9,5eb71d89ed8104645e640ad7,Right,2.116,1,0,-4,1,1,0.486934238104399
flippedimg_9,5f136401b1f46a36f39a8c72,Right,1.543,1,0,-4,1,1,0.239191838520241
flippedimg_9,5739ae9d12d1d8000735d6bb,Right,1.7,1,0,-4,1,1,0.634864439636902
flippedimg_9,5c5403d7114ab80001e4bfe7,Right,1.836,1,0,-4,1,1,0.378396760132315
flippedimg_9,5d510a7e8c23ee000140b64a,Right,0.8,1,0,-4,1,1,0.269718986530908
flippedimg_9,5e9bd025eb6b380e1d66d04c,Right,2.53,1,0,-4,1,1,0.392889415916307
flippedimg_9,5c9e3d5553de260014ce7f98,Right,2.404,1,0,-4,1,1,0.360894038417801
flippedimg_9,5c6e01f1a8f71b0001c1ed34,Right,4.669,2,0,-4,1,1,0.885799583528112
flippedimg_9,5efd440689469118b2540378,Right,3.043,2,0,-4,1,1,0.762794671115926
flippedimg_9,5df1a3387caa1e0c69dca179,Right,0.531,1,0,-4,1,1,0.119412302570535
flippedimg_9,5ea6d737a09cad065e46bc83,Right,1.683,1,0,-4,1,1,0.454593214703322
flippedimg_9,5c120a94e32f860001657bd1,Right,5.179,1,0,-4,1,1,0.885329412971384
flippedimg_9,5de5157820c5aa09b7a53b89,Right,1.381,1,0,-4,1,1,0.510413394193632
flippedimg_9,5c041a0ce0483e0001f21370,Right,0,0,0,-4,1,,0
flippedimg_9,5e8cb59cf38a3b057a543c1e,Right,1.438,1,0,-4,1,1,0.268674011544014
flippedimg_9,5ec85e9240ce74335fcd7b64,Right,6.8,1,0,-4,1,1,1.11445264805421
flippedimg_9,5b689fa3cda8590001db3c99,Right,2.21,1,0,-4,1,1,0.508655310994389
flippedimg_9,5d474ed70f79810001c36084,Right,1.067,2,0,-4,1,1,0.31304092709403
flippedimg_9,5c7a8e2cc872f3001446f7b3,Right,1.91,1,0,-4,1,1,0.410286990379522
flippedimg_9,5e5e06a0394d0811996bd24a,Right,2.155,1,0,-4,1,1,0.319259259259259
flippedimg_9,5ef1f70124605d063a917fcb,Right,1.381,1,0,-4,1,1,0.348517350157729
flippedimg_9,5ecb01cced3da428165efe9c,Right,3.063,2,0,-4,1,1,0.733854834265726
flippedimg_9,5d293924af9e43001b1e4e22,Right,2.111,1,0,-4,1,1,0.355671622930795
flippedimg_9,5ea664529b1fb66807ced077,Right,2.233,1,0,-4,1,1,0.459832318736901
flippedimg_9,5bf50a11499f2f0001d98ddf,Right,2.636,1,0,-4,1,1,0.466553296811437
flippedimg_9,5f1ca7a85e7391107f8d7562,Right,1.36,1,0,-4,1,1,0.665122213761476
flippedimg_9,5bcd2885ac406f000177d6b0,Right,2.257,1,0,-4,1,1,0.544840072420036
flippedimg_9,5c5a060fcb75f20001e60f78,Right,1.167,1,0,-4,1,1,0.302014725482331
flippedimg_9,5d547cb99b7c4e0016886fdb,Right,1.848,1,0,-4,1,1,0.40590405904059
flippedimg_9,5f1c56ae47b7400908bae9c9,Right,1.126,1,0,-4,1,1,0.275484115625038
flippedimg_9,5f08dd79938b1e15c0bd56a6,Right,3.701,3,0,-4,1,1,0.728626353279242
flippedimg_9,5c62fbd932207f00016bd19e,Right,3.232,2,0,-4,1,1,0.57225315828147
flippedimg_9,5bd8d12abeca730001cf1926,Right,1.728,1,0,-4,1,1,0.811991917673042
flippedimg_9,5ecd4b6b8ebded08f71361b1,Right,2.603,1,0,-4,1,1,0.751779809094716
flippedimg_9,5efc96a12da8b4056d00cd93,Right,1.856,1,0,-4,1,1,0.73032049894741
flippedimg_9,5e1d4ad0aedc2c0cd69a1278,Right,2.478,1,0,-4,1,1,0.445932084435567
flippedimg_9,5c5c65ccf808d600015155ea,Right,4.371,1,0,-4,1,1,0.813024462159487
flippedimg_9,5e9ce99a8035dd1cf6b23aa7,Right,1.337,1,0,-4,1,1,0.422130499260088
flippedimg_9,5df949909195c66d579887f4,Right,2.159,1,0,-4,1,1,0.447373056082222
flippedimg_9,5e2df47e1996e2000a1da03f,Right,1.986,2,0,-4,1,1,1.07235421166307
flippedimg_9,5e721cdce963f7000d4d26a4,Right,1.763,2,0,-4,1,1,0.40741339865505
flippedimg_9,5d40706844220d00191363da,Right,2.685,1,0,-4,1,1,0.582176929748482
flippedimg_9,5e62d0f9ffed3206751eb55c,Right,3.435,1,0,-4,1,1,0.663370093885698
flippedimg_9,5d4ca0c0112f830016026942,Right,2.509,1,0,-4,1,1,0.429230071766447
flippedimg_9,5d9e6e24348a610012ad4292,Right,1.572,1,0,-4,1,1,0.393856638188059
flippedimg_9,5bf0bf413c1b1c0001ce9336,Right,8.574,1,0,-4,1,1,1.19170509871596
flippedimg_9,5e99dadcb9ea5b047f30a2c2,Right,2.443,1,0,-4,1,1,0.619596443115695
flippedimg_9,5ea97c487b2a16069184abcc,Right,0,0,0,-4,1,,0
flippedimg_9,5d54043a7f6fa40001b13299,Right,0,0,0,-4,1,,0
flippedimg_9,5f0f58b82ab2910f275ed21e,Right,0,0,0,-4,1,,0
flippedimg_9,5ec45b4b30b4c334ecb6cf6b,Right,5.364,1,0,-4,1,1,1.28212268269591
flippedimg_9,5c5d6b55b7ce2100011fa04e,Right,1.006,1,0,-4,1,1,0.213815090329437
img_9,5d4556c5d1f123001716bae3,Left,1.942,1,0,4,0,1,0.543156010516306
img_9,5dcb016991c2ba7e029b6545,Left,0.374,1,0,4,0,1,0.2052539523734
img_9,5e9886c0cb28b607b3e7f42f,Left,2.016,1,0,4,0,1,0.656613360257955
img_9,5e6ff43e18d1a809cd0b836a,Left,0,0,0,4,0,,0
img_9,5cf23dc994df330018876744,Left,1.874,1,0,4,0,1,0.543503480278422
img_9,579540d016a091000112cdf5,Left,4.704,1,0,4,0,1,0.737512150763538
img_9,5eea4d6485ba010cd59c2107,Left,0,0,0,4,0,,0
img_9,5d92b4debda22b00179a2edf,Left,1.621,1,0,4,0,1,0.39687591812751
img_9,5ede038270fe0e000ab7ae54,Left,0.43,1,0,4,0,1,0.124811331707883
img_9,5a910c8a6475f900019f8cbc,Left,2.357,1,0,4,0,1,0.335470934581887
img_9,5ce998fda20e6000170c5ce8,Left,0.967,1,0,4,0,1,0.45218611176058
img_9,5e8222aec6db759394a891f4,Left,0,0,0,4,0,,0
img_9,59d7a9a250f88f000161eb07,Left,1.708,1,0,4,0,1,0.443020737416836
img_9,5f204b5558c81f30e9860972,Left,0,0,0,4,0,,0
img_9,5b910e2aa067840001b100af,Left,5.605,1,0,4,0,1,1.33818789542796
img_9,5da5a0f915b62c00141f609a,Left,1.073,1,0,4,0,1,0.238366366216932
img_9,5ad2d9fafb109b0001a32749,Left,3.463,3,0,4,0,1,0.51387042066593
img_9,5f1e174460bf5d7ad7a63b8e,Left,0.457,1,0,4,0,1,0.12457577450967
img_9,5d62f080d556f20001807aa2,Left,0,0,0,4,0,,0
img_9,5f0f39b34102af025bd36ea5,Left,10.081,15,0,4,0,1,1.79608030105591
img_9,5ee24dabbd4b2a3393438be3,Right,2.505,1,0,4,0,0,0.643256082686011
img_9,5ecfdd84dc64e1061b97e321,Left,3.579,2,0,4,0,1,1.04698104376316
img_9,5f033543945c554f816f6ad7,Left,2.7,1,0,4,0,1,0.688178620584187
img_9,5b69032cecb6340001b0cc05,Left,2.699,1,0,4,0,1,0.501072134708389
img_9,5eb71d89ed8104645e640ad7,Left,1.171,1,0,4,0,1,0.269470696039816
img_9,5f136401b1f46a36f39a8c72,Left,3.515,2,0,4,0,1,0.544886138949221
img_9,5739ae9d12d1d8000735d6bb,Left,1.145,1,0,4,0,1,0.427599872578972
img_9,5c5403d7114ab80001e4bfe7,Left,2.756,1,0,4,0,1,0.568007337104935
img_9,5d510a7e8c23ee000140b64a,Left,0.926,1,0,4,0,1,0.312199726909526
img_9,5e9bd025eb6b380e1d66d04c,Left,5.825,1,0,4,0,1,0.90457741016304
img_9,5c9e3d5553de260014ce7f98,Left,3.602,1,0,4,0,1,0.540740568378086
img_9,5c6e01f1a8f71b0001c1ed34,Left,4.821,1,0,4,0,1,0.914636922722002
img_9,5efd440689469118b2540378,Left,1.913,2,0,4,0,1,0.479535394625293
img_9,5df1a3387caa1e0c69dca179,Left,0.09,1,0,4,0,1,0.0202393733170399
img_9,5ea6d737a09cad065e46bc83,Left,2.414,1,0,4,0,1,0.652042792806785
img_9,5c120a94e32f860001657bd1,Left,2.471,1,0,4,0,1,0.422407603678758
img_9,5de5157820c5aa09b7a53b89,Left,1.058,1,0,4,0,1,0.391033577883318
img_9,5c041a0ce0483e0001f21370,Left,0.284,1,0,4,0,1,0.117576191649192
img_9,5e8cb59cf38a3b057a543c1e,Left,2.733,1,0,4,0,1,0.510630092871899
img_9,5ec85e9240ce74335fcd7b64,Left,4.007,1,0,4,0,1,0.656707611875476
img_9,5b689fa3cda8590001db3c99,Left,0,0,0,4,0,,0
img_9,5d474ed70f79810001c36084,Left,0,0,0,4,0,,0
img_9,5c7a8e2cc872f3001446f7b3,Left,0.808,1,0,4,0,1,0.17356643362652
img_9,5e5e06a0394d0811996bd24a,Left,3.283,2,0,4,0,1,0.48637037037037
img_9,5ef1f70124605d063a917fcb,Left,0,0,0,4,0,,0
img_9,5ecb01cced3da428165efe9c,Left,3.756,2,0,4,0,1,0.899888592067276
img_9,5d293924af9e43001b1e4e22,Left,1.942,1,0,4,0,1,0.327197674908386
img_9,5ea664529b1fb66807ced077,Left,0.487,1,0,4,0,1,0.100285866200121
img_9,5bf50a11499f2f0001d98ddf,Left,4.157,1,0,4,0,1,0.735759504872969
img_9,5f1ca7a85e7391107f8d7562,Left,1.354,1,0,4,0,1,0.662187851053705
img_9,5bcd2885ac406f000177d6b0,Left,2.206,1,0,4,0,1,0.532528666264333
img_9,5c5a060fcb75f20001e60f78,Left,0.992,1,0,4,0,1,0.256725456451133
img_9,5d547cb99b7c4e0016886fdb,Left,1.593,1,0,4,0,1,0.349894570374275
img_9,5f1c56ae47b7400908bae9c9,Left,1.298,1,0,4,0,1,0.3175651705873
img_9,5f08dd79938b1e15c0bd56a6,Left,3.236,2,0,4,0,1,0.637080486142023
img_9,5c62fbd932207f00016bd19e,Left,3.259,2,0,4,0,1,0.577033738502262
img_9,5bd8d12abeca730001cf1926,Left,2.045,1,0,4,0,1,0.960951083125793
img_9,5ecd4b6b8ebded08f71361b1,Left,2.02,1,0,4,0,1,0.583401926381608
img_9,5efc96a12da8b4056d00cd93,Left,1.673,1,0,4,0,1,0.658311527337832
img_9,5e1d4ad0aedc2c0cd69a1278,Left,4.518,2,0,4,0,1,0.813043243535065
img_9,5c5c65ccf808d600015155ea,Left,1.317,1,0,4,0,1,0.244967562723414
img_9,5e9ce99a8035dd1cf6b23aa7,Left,0,0,0,4,0,,0
img_9,5df949909195c66d579887f4,Left,2.569,1,0,4,0,1,0.532330421989453
img_9,5e2df47e1996e2000a1da03f,Left,0.251,1,0,4,0,1,0.135529157667387
